Year,City,Sport,Discipline,Country,Gender,Event,Medal
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Women,"1,500 metres",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Women,"1,500 metres",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,"1,500 metres",Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Women,"3,000 metres Relay",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,"3,000 metres Relay",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,"3,000 metres Relay",Bronze
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Downhill,Gold
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Downhill,Silver
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Downhill,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Super G,Gold
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Super G,Silver
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Super G,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Giant Slalom,Silver
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,SWE,Men,Slalom,Gold
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Slalom,Silver
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Combined,Gold
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Combined,Silver
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Combined,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,ITA,Women,Downhill,Gold
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Women,Downhill,Silver
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Downhill,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,CZE,Women,Super G,Gold
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Women,Super G,Silver
2018,PyeongChang,Skiing,Alpine Skiing,LIE,Women,Super G,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Gold
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Women,Giant Slalom,Silver
2018,PyeongChang,Skiing,Alpine Skiing,ITA,Women,Giant Slalom,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,SWE,Women,Slalom,Gold
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Slalom,Silver
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Women,Slalom,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Combined,Gold
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Combined,Silver
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Combined,Bronze
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Mixed,Team,Gold
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Mixed,Team,Silver
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Mixed,Team,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,Sprint,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,ITA,Men,Sprint,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,Sprint,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,SUI,Men,15 kilometres,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,15 kilometres,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,15 kilometres,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Men,50 kilometres,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,50 kilometres,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,50 kilometres,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,4 × 10 kilometres Relay,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,4 × 10 kilometres Relay,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,FRA,Men,4 × 10 kilometres Relay,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,Team Sprint,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,Team Sprint,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,FRA,Men,Team Sprint,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,Sprint,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,Sprint,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Women,Sprint,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,10 kilometres,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,10 kilometres,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,10 kilometres,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,10 kilometres,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,30 kilometres,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,30 kilometres,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,30 kilometres,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,15 kilometres Skiathlon,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,15 kilometres Skiathlon,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,15 kilometres Skiathlon,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,4 × 5 kilometres Relay,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,4 × 5 kilometres Relay,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Women,4 × 5 kilometres Relay,Bronze
2018,PyeongChang,Skiing,Cross Country Skiing,USA,Women,Team Sprint,Gold
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,Team Sprint,Silver
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,Team Sprint,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Moguls,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,AUS,Men,Moguls,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,JPN,Men,Moguls,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,UKR,Men,Aerials,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Men,Aerials,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,ROC,Men,Aerials,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Ski Cross,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Men,Ski Cross,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,ROC,Men,Ski Cross,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Halfpipe,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Halfpipe,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,NZL,Men,Halfpipe,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,NOR,Men,Slopestyle,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Slopestyle,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Slopestyle,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,FRA,Women,Moguls,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Moguls,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,KAZ,Women,Moguls,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,BLR,Women,Aerials,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Women,Aerials,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Ski Cross,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Halfpipe,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,FRA,Women,Halfpipe,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Women,Halfpipe,Bronze
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Slopestyle,Gold
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Slopestyle,Silver
2018,PyeongChang,Skiing,Freestyle Skiing,GBR,Women,Slopestyle,Bronze
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Normal Hill / 10 km, Individual",Gold
2018,PyeongChang,Skiing,Nordic Combined,JPN,Men,"Normal Hill / 10 km, Individual",Silver
2018,PyeongChang,Skiing,Nordic Combined,AUT,Men,"Normal Hill / 10 km, Individual",Bronze
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Gold
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Silver
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Bronze
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,Team,Gold
2018,PyeongChang,Skiing,Nordic Combined,NOR,Men,Team,Silver
2018,PyeongChang,Skiing,Nordic Combined,AUT,Men,Team,Bronze
2018,PyeongChang,Skiing,Ski Jumping,GER,Men,"Normal Hill, Individual",Gold
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Normal Hill, Individual",Silver
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Normal Hill, Individual",Bronze
2018,PyeongChang,Skiing,Ski Jumping,POL,Men,"Large Hill, Individual",Gold
2018,PyeongChang,Skiing,Ski Jumping,GER,Men,"Large Hill, Individual",Silver
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Large Hill, Individual",Bronze
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Large Hill, Team",Gold
2018,PyeongChang,Skiing,Ski Jumping,GER,Men,"Large Hill, Team",Silver
2018,PyeongChang,Skiing,Ski Jumping,POL,Men,"Large Hill, Team",Bronze
2018,PyeongChang,Skiing,Ski Jumping,NOR,Women,"Normal Hill, Individual",Gold
2018,PyeongChang,Skiing,Ski Jumping,GER,Women,"Normal Hill, Individual",Silver
2018,PyeongChang,Skiing,Ski Jumping,JPN,Women,"Normal Hill, Individual",Bronze
2018,PyeongChang,Snowboarding,Snowboarding,SUI,Men,Parallel Giant Slalom,Gold
2018,PyeongChang,Snowboarding,Snowboarding,KOR,Men,Parallel Giant Slalom,Silver
2018,PyeongChang,Snowboarding,Snowboarding,SLO,Men,Parallel Giant Slalom,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,USA,Men,Slopestyle,Gold
2018,PyeongChang,Snowboarding,Snowboarding,CAN,Men,Slopestyle,Silver
2018,PyeongChang,Snowboarding,Snowboarding,CAN,Men,Slopestyle,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,USA,Men,Halfpipe,Gold
2018,PyeongChang,Snowboarding,Snowboarding,JPN,Men,Halfpipe,Silver
2018,PyeongChang,Snowboarding,Snowboarding,AUS,Men,Halfpipe,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,FRA,Men,Boardercross,Gold
2018,PyeongChang,Snowboarding,Snowboarding,AUS,Men,Boardercross,Silver
2018,PyeongChang,Snowboarding,Snowboarding,ESP,Men,Boardercross,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,CAN,Men,Big Air,Gold
2018,PyeongChang,Snowboarding,Snowboarding,USA,Men,Big Air,Silver
2018,PyeongChang,Snowboarding,Snowboarding,GBR,Men,Big Air,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,CZE,Women,Parallel Giant Slalom,Gold
2018,PyeongChang,Snowboarding,Snowboarding,GER,Women,Parallel Giant Slalom,Silver
2018,PyeongChang,Snowboarding,Snowboarding,GER,Women,Parallel Giant Slalom,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,USA,Women,Slopestyle,Gold
2018,PyeongChang,Snowboarding,Snowboarding,CAN,Women,Slopestyle,Silver
2018,PyeongChang,Snowboarding,Snowboarding,FIN,Women,Slopestyle,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,USA,Women,Halfpipe,Gold
2018,PyeongChang,Snowboarding,Snowboarding,CHN,Women,Halfpipe,Silver
2018,PyeongChang,Snowboarding,Snowboarding,USA,Women,Halfpipe,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,ITA,Women,Boardercross,Gold
2018,PyeongChang,Snowboarding,Snowboarding,FRA,Women,Boardercross,Silver
2018,PyeongChang,Snowboarding,Snowboarding,CZE,Women,Boardercross,Bronze
2018,PyeongChang,Snowboarding,Snowboarding,AUT,Women,Big Air,Gold
2018,PyeongChang,Snowboarding,Snowboarding,USA,Women,Big Air,Silver
2018,PyeongChang,Snowboarding,Snowboarding,NZL,Women,Big Air,Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NOR,Men,500 metres,Gold
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Men,500 metres,Silver
2018,PyeongChang,Speed Skating,Speed Skating,CHN,Men,500 metres,Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,"1,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,NOR,Men,"1,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Men,"1,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,"1,500 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,"1,500 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Men,"1,500 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,"5,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,CAN,Men,"5,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,NOR,Men,"5,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,CAN,Men,"10,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,"10,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,ITA,Men,"10,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Men,Mass Start,Gold
2018,PyeongChang,Speed Skating,Speed Skating,BEL,Men,Mass Start,Silver
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,Mass Start,Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NOR,Men,Team Pursuit (8 laps),Gold
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Men,Team Pursuit (8 laps),Silver
2018,PyeongChang,Speed Skating,Speed Skating,NED,Men,Team Pursuit (8 laps),Bronze
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,500 metres,Gold
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Women,500 metres,Silver
2018,PyeongChang,Speed Skating,Speed Skating,CZE,Women,500 metres,Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"1,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,"1,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,"1,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"1,500 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,"1,500 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"1,500 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"3,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"3,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"3,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,"5,000 metres",Gold
2018,PyeongChang,Speed Skating,Speed Skating,CZE,Women,"5,000 metres",Silver
2018,PyeongChang,Speed Skating,Speed Skating,ROC,Women,"5,000 metres",Bronze
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,Mass Start,Gold
2018,PyeongChang,Speed Skating,Speed Skating,KOR,Women,Mass Start,Silver
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,Mass Start,Bronze
2018,PyeongChang,Speed Skating,Speed Skating,JPN,Women,Team Pursuit (6 laps),Gold
2018,PyeongChang,Speed Skating,Speed Skating,NED,Women,Team Pursuit (6 laps),Silver
2018,PyeongChang,Speed Skating,Speed Skating,USA,Women,Team Pursuit (6 laps),Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Men,10 kilometres Sprint,Gold
2022,Beijing,Biathlon,Biathlon,FRA,Men,10 kilometres Sprint,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Men,10 kilometres Sprint,Bronze
2022,Beijing,Biathlon,Biathlon,FRA,Men,12.5 kilometres Pursuit,Gold
2022,Beijing,Biathlon,Biathlon,NOR,Men,12.5 kilometres Pursuit,Silver
2022,Beijing,Biathlon,Biathlon,ROC,Men,12.5 kilometres Pursuit,Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Men,15 kilometres Mass Start,Gold
2022,Beijing,Biathlon,Biathlon,SWE,Men,15 kilometres Mass Start,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Men,15 kilometres Mass Start,Bronze
2022,Beijing,Biathlon,Biathlon,FRA,Men,20 kilometres,Gold
2022,Beijing,Biathlon,Biathlon,BLR,Men,20 kilometres,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Men,20 kilometres,Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Men,4 × 7.5 kilometres Relay,Gold
2022,Beijing,Biathlon,Biathlon,FRA,Men,4 × 7.5 kilometres Relay,Silver
2022,Beijing,Biathlon,Biathlon,ROC,Men,4 × 7.5 kilometres Relay,Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Women,7.5 kilometres Sprint,Gold
2022,Beijing,Biathlon,Biathlon,SWE,Women,7.5 kilometres Sprint,Silver
2022,Beijing,Biathlon,Biathlon,ITA,Women,7.5 kilometres Sprint,Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Women,10 kilometres Pursuit,Gold
2022,Beijing,Biathlon,Biathlon,SWE,Women,10 kilometres Pursuit,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Women,10 kilometres Pursuit,Bronze
2022,Beijing,Biathlon,Biathlon,FRA,Women,12.5 kilometres Mass Start,Gold
2022,Beijing,Biathlon,Biathlon,NOR,Women,12.5 kilometres Mass Start,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Women,12.5 kilometres Mass Start,Bronze
2022,Beijing,Biathlon,Biathlon,GER,Women,15 kilometres,Gold
2022,Beijing,Biathlon,Biathlon,FRA,Women,15 kilometres,Silver
2022,Beijing,Biathlon,Biathlon,NOR,Women,15 kilometres,Bronze
2022,Beijing,Biathlon,Biathlon,SWE,Women,4 × 6 kilometres Relay,Gold
2022,Beijing,Biathlon,Biathlon,ROC,Women,4 × 6 kilometres Relay,Silver
2022,Beijing,Biathlon,Biathlon,GER,Women,4 × 6 kilometres Relay,Bronze
2022,Beijing,Biathlon,Biathlon,NOR,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Gold
2022,Beijing,Biathlon,Biathlon,FRA,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Silver
2022,Beijing,Biathlon,Biathlon,ROC,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Bronze
2022,Beijing,Bobsleigh,Bobsleigh,GER,Men,Two,Gold
2022,Beijing,Bobsleigh,Bobsleigh,GER,Men,Two,Silver
2022,Beijing,Bobsleigh,Bobsleigh,GER,Men,Two,Bronze
2022,Beijing,Bobsleigh,Bobsleigh,GER,Open,Four,Gold
2022,Beijing,Bobsleigh,Bobsleigh,GER,Open,Four,Silver
2022,Beijing,Bobsleigh,Bobsleigh,CAN,Open,Four,Bronze
2022,Beijing,Bobsleigh,Bobsleigh,GER,Women,Two,Gold
2022,Beijing,Bobsleigh,Bobsleigh,GER,Women,Two,Silver
2022,Beijing,Bobsleigh,Bobsleigh,USA,Women,Two,Bronze
2022,Beijing,Bobsleigh,Bobsleigh,USA,Women,Monobob,Gold
2022,Beijing,Bobsleigh,Bobsleigh,USA,Women,Monobob,Silver
2022,Beijing,Bobsleigh,Bobsleigh,CAN,Women,Monobob,Bronze
2022,Beijing,Bobsleigh,Skeleton,GER,Men,Skeleton,Gold
2022,Beijing,Bobsleigh,Skeleton,GER,Men,Skeleton,Silver
2022,Beijing,Bobsleigh,Skeleton,CHN,Men,Skeleton,Bronze
2022,Beijing,Bobsleigh,Skeleton,GER,Women,Skeleton,Gold
2022,Beijing,Bobsleigh,Skeleton,AUS,Women,Skeleton,Silver
2022,Beijing,Bobsleigh,Skeleton,NED,Women,Skeleton,Bronze
2022,Beijing,Curling,Curling,SWE,Men,Curling,Gold
2022,Beijing,Curling,Curling,GBR,Men,Curling,Silver
2022,Beijing,Curling,Curling,CAN,Men,Curling,Bronze
2022,Beijing,Curling,Curling,GBR,Women,Curling,Gold
2022,Beijing,Curling,Curling,JPN,Women,Curling,Silver
2022,Beijing,Curling,Curling,SWE,Women,Curling,Bronze
2022,Beijing,Curling,Curling,ITA,Mixed,Mixed Doubles,Gold
2022,Beijing,Curling,Curling,NOR,Mixed,Mixed Doubles,Silver
2022,Beijing,Curling,Curling,SWE,Mixed,Mixed Doubles,Bronze
2022,Beijing,Figure Skating,Figure Skating,USA,Men,Singles,Gold
2022,Beijing,Figure Skating,Figure Skating,JPN,Men,Singles,Silver
2022,Beijing,Figure Skating,Figure Skating,JPN,Men,Singles,Bronze
2022,Beijing,Figure Skating,Figure Skating,ROC,Women,Singles,Gold
2022,Beijing,Figure Skating,Figure Skating,ROC,Women,Singles,Silver
2022,Beijing,Figure Skating,Figure Skating,JPN,Women,Singles,Bronze
2022,Beijing,Figure Skating,Figure Skating,CHN,Mixed,Pairs,Gold
2022,Beijing,Figure Skating,Figure Skating,ROC,Mixed,Pairs,Silver
2022,Beijing,Figure Skating,Figure Skating,ROC,Mixed,Pairs,Bronze
2022,Beijing,Figure Skating,Figure Skating,FRA,Mixed,Ice Dancing,Gold
2022,Beijing,Figure Skating,Figure Skating,ROC,Mixed,Ice Dancing,Silver
2022,Beijing,Figure Skating,Figure Skating,USA,Mixed,Ice Dancing,Bronze
2022,Beijing,Figure Skating,Figure Skating,ROC,Mixed,Team,Gold
2022,Beijing,Figure Skating,Figure Skating,USA,Mixed,Team,Silver
2022,Beijing,Figure Skating,Figure Skating,JPN,Mixed,Team,Bronze
2022,Beijing,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Gold
2022,Beijing,Ice Hockey,Ice Hockey,ROC,Men,Ice Hockey,Silver
2022,Beijing,Ice Hockey,Ice Hockey,SVK,Men,Ice Hockey,Bronze
2022,Beijing,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Gold
2022,Beijing,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Silver
2022,Beijing,Ice Hockey,Ice Hockey,FIN,Women,Ice Hockey,Bronze
2022,Beijing,Luge,Luge,GER,Men,Singles,Gold
2022,Beijing,Luge,Luge,AUT,Men,Singles,Silver
2022,Beijing,Luge,Luge,ITA,Men,Singles,Bronze
2022,Beijing,Luge,Luge,GER,Open,Doubles,Gold
2022,Beijing,Luge,Luge,GER,Open,Doubles,Silver
2022,Beijing,Luge,Luge,AUT,Open,Doubles,Bronze
2022,Beijing,Luge,Luge,GER,Women,Singles,Gold
2022,Beijing,Luge,Luge,GER,Women,Singles,Silver
2022,Beijing,Luge,Luge,ROC,Women,Singles,Bronze
2022,Beijing,Luge,Luge,GER,Mixed,Team Relay,Gold
2022,Beijing,Luge,Luge,AUT,Mixed,Team Relay,Silver
2022,Beijing,Luge,Luge,LAT,Mixed,Team Relay,Bronze
2022,Beijing,Skating,Short Track Speed Skating,HUN,Men,500 metres,Gold
2022,Beijing,Skating,Short Track Speed Skating,ROC,Men,500 metres,Silver
2022,Beijing,Skating,Short Track Speed Skating,CAN,Men,500 metres,Bronze
2022,Beijing,Skating,Short Track Speed Skating,CHN,Men,"1,000 metres",Gold
2022,Beijing,Skating,Short Track Speed Skating,CHN,Men,"1,000 metres",Silver
2022,Beijing,Skating,Short Track Speed Skating,HUN,Men,"1,000 metres",Bronze
2022,Beijing,Skating,Short Track Speed Skating,KOR,Men,"1,500 metres",Gold
2022,Beijing,Skating,Short Track Speed Skating,CAN,Men,"1,500 metres",Silver
2022,Beijing,Skating,Short Track Speed Skating,ROC,Men,"1,500 metres",Bronze
2022,Beijing,Skating,Short Track Speed Skating,CAN,Men,"5,000 metres Relay",Gold
2022,Beijing,Skating,Short Track Speed Skating,KOR,Men,"5,000 metres Relay",Silver
2022,Beijing,Skating,Short Track Speed Skating,ITA,Men,"5,000 metres Relay",Bronze
2022,Beijing,Skating,Short Track Speed Skating,ITA,Women,500 metres,Gold
2022,Beijing,Skating,Short Track Speed Skating,NED,Women,500 metres,Silver
2022,Beijing,Skating,Short Track Speed Skating,CAN,Women,500 metres,Bronze
2022,Beijing,Skating,Short Track Speed Skating,NED,Women,"1,000 metres",Gold
2022,Beijing,Skating,Short Track Speed Skating,KOR,Women,"1,000 metres",Silver
2022,Beijing,Skating,Short Track Speed Skating,BEL,Women,"1,000 metres",Bronze
2022,Beijing,Skating,Short Track Speed Skating,KOR,Women,"1,500 metres",Gold
2022,Beijing,Skating,Short Track Speed Skating,ITA,Women,"1,500 metres",Silver
2022,Beijing,Skating,Short Track Speed Skating,NED,Women,"1,500 metres",Bronze
2022,Beijing,Skating,Short Track Speed Skating,NED,Women,"3,000 metres Relay",Gold
2022,Beijing,Skating,Short Track Speed Skating,KOR,Women,"3,000 metres Relay",Silver
2022,Beijing,Skating,Short Track Speed Skating,CHN,Women,"3,000 metres Relay",Bronze
2022,Beijing,Skating,Short Track Speed Skating,CHN,Mixed,"2,000 metres Relay",Gold
2022,Beijing,Skating,Short Track Speed Skating,ITA,Mixed,"2,000 metres Relay",Silver
2022,Beijing,Skating,Short Track Speed Skating,HUN,Mixed,"2,000 metres Relay",Bronze
2022,Beijing,Skiing,Alpine Skiing,SUI,Men,Downhill,Gold
2022,Beijing,Skiing,Alpine Skiing,FRA,Men,Downhill,Silver
2022,Beijing,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze
2022,Beijing,Skiing,Alpine Skiing,AUT,Men,Super G,Gold
2022,Beijing,Skiing,Alpine Skiing,USA,Men,Super G,Silver
2022,Beijing,Skiing,Alpine Skiing,NOR,Men,Super G,Bronze
2022,Beijing,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Gold
2022,Beijing,Skiing,Alpine Skiing,SLO,Men,Giant Slalom,Silver
2022,Beijing,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Bronze
2022,Beijing,Skiing,Alpine Skiing,FRA,Men,Slalom,Gold
2022,Beijing,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver
2022,Beijing,Skiing,Alpine Skiing,NOR,Men,Slalom,Bronze
2022,Beijing,Skiing,Alpine Skiing,AUT,Men,Combined,Gold
