Table B.2: Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Selected Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Cities Selected Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,M49 classification,Country,,Year,Number of Cases,Improved water sources,,,,,,,,,,Total Improved water (d),Access to basic drinking water services (e),Improved sanitation facilities,,,,,,,Total Improved Sanitation (f),Access to basic sanitation services (g),Basic hand-washing facility (h),Durable housing (i),,,Sufficient living area (j),,,,Type of main cooking fuel,,,,,Source
Western Asia,Western Asia and Northern Africa,Jordan,Irbid,2009,"11,026",50,0,50,0,0,0,22.6,2.8,24.6,50,,,41.8,0,0,,58.2,0,58.2,,98.8,,,99.7,,77.5,19.4,98.5,99.1,0,100,0,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Irbid,2012,"11,661",37.7,0,37.7,0,0,0,21.9,1,39.4,62.2,99.9,,43.6,,0,0,56,0,56,99.6,99.6,,,100,99.9,83,17.2,99.1,99.3,0,99.8,,99.8,0.2,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Irbid,2018,"15,022",33.7,,33.7,,,,11.6,0.9,53.3,65.9,99.6,99.1,54.8,,0.1,,41.9,3.2,45.2,99.9,96,,100,99.2,99.6,72.3,5.3,98.2,,0.7,99.2,,99.9,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Jerash,2007,"1,443",82.3,0,82.3,0,0,0,4.7,0.9,11.7,17.2,99.6,,36.5,0,2.4,,39.3,21.5,63.2,99.6,96.9,,100,100,,57.3,24.7,89.9,99.4,0.2,99.7,99.7,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Jerash,2009,"1,363",65.4,0,65.4,0,0,0,4.6,1.6,28,34.1,99.5,,42.5,0,0,,56.9,0.7,57.5,,98.7,,,98.3,,62.8,11.8,97.7,99.9,0,99.9,0,99.9,0.1,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Jerash,2012,"1,417",33.8,0,33.8,0,0,0,4.7,0.4,60.4,65.5,99.3,,61.9,,0,0,38.1,0,38.1,,99.7,,,99.1,92.9,73.8,9.1,98.9,99.8,0.3,99.7,,99.9,0.1,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Jerash,2018,"1,941",29.1,,29.1,,,,2.8,1.7,66,70.5,99.6,97.5,46.3,,0.1,,44.8,8.8,53.7,,94.1,,99.9,99.4,99.6,67.1,2.8,99.3,,0.7,99.2,,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Kerak,2007,"1,044",88,0,88,0,0,0,0.5,0.3,11.2,12,100,,23.6,0,4.7,,42.5,28.7,75.8,99.4,93.1,,100,96.6,,58,30.9,90.1,99.6,0,99.9,99.9,99.9,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Kerak,2009,"1,039",73.2,0,73.2,0,0,0,0.9,0.3,25.6,26.8,,,24.3,0,0.2,,74,1.5,75.7,,98.4,,,100,,66.2,17.8,98.1,99.7,0,,0,,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Kerak,2012,"1,218",58.8,0,58.8,0,0,0,0.3,1,39.8,41.2,,,15.8,,0,0,84.2,0,84.2,,,,,99.6,99.3,77.9,13.6,99.6,99.1,0,,,,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Kerak,2018,"1,967",23.5,,23.5,,,,0.4,0,75.1,75.5,99,99,67.5,,0,,32.3,0.2,32.5,,95,,,99.8,99.9,86.7,4.3,99.6,,0,99.9,,99.9,0.1,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Ma'an,2018,959,71.1,,71.1,,,,0.3,1,27.7,28.9,100,100,47.5,,0,,50.9,1.6,52.5,100,99.8,,99.9,98.3,98.9,75.2,11.8,97,,1.6,97.8,,99.4,0.6,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Madaba,2007,"1,340",84.9,0,84.9,0,0,0,0.5,1.7,12.6,14.8,99.7,,63.8,0,0.5,,30.3,5.4,36.2,100,98.9,,100,100,,63.4,29.4,91.3,98.8,0,99.9,99.9,99.9,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Madaba,2009,"1,148",67.4,0,67.4,0,0,0,1.1,0.8,30.6,32.6,100,,65,0,0,,33.5,1.4,35,100,97,,100,99.7,,67.5,15.8,98,99.7,0.2,99.8,0,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Madaba,2012,"1,479",46.5,0,46.5,0,0,0,1.4,2.2,49.3,52.9,99.5,,71,,0.6,0,28.4,0,29,,,,,99.8,99.9,69,10.5,99.1,99.4,0.1,99.9,,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Madaba,2018,"1,616",80.4,,80.4,,,,0.5,1.3,17.8,19.6,,99.9,69.1,,0.1,,27.2,3.3,30.7,99.8,99.1,,99.5,93.9,99.1,68.5,5.3,95.9,,0.3,99.3,,99.6,0.4,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Mafraq,2007,"1,460",88.2,0,88.2,0,0,0,2.2,3,6.2,11.4,99.7,,36.3,0,1.1,,43.4,19.2,63.7,99.9,95.2,,,100,,59.3,33.2,90.5,99.5,0,,100,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Mafraq,2009,"1,371",76.5,0,76.5,0,0,0,1.5,4.1,17.7,23.3,99.8,,36.1,0,0,,63.8,0,63.8,99.9,97.7,,,99.8,,69.9,16.7,98.6,,0.2,99.7,0,99.9,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Mafraq,2012,"1,636",56.7,0,56.7,0,0,0,0.8,1.1,41.4,43.3,,,34.1,,0,0,65.9,0,65.9,,,,,99.1,98.7,74.1,8.8,99.7,99,0,99.8,,99.8,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Mafraq,2018,"3,509",45.1,,45.1,,,,1,13.2,40.8,54.9,100,98.9,32,,0,,47.7,20.1,67.8,99.8,98.3,,99.3,97.4,98,53.6,2.1,97.1,,0.1,99.9,,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Tafilah,2018,975,79.5,,79.5,,,,0,0.5,20,20.5,100,100,68,,0,,31.6,0,31.6,99.6,96.4,,99.9,100,100,68.1,4.7,99.3,,0.3,99.6,,99.9,0.1,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Zarqa,2002,"6,353",92.3,0,92.3,,,,0,0.2,7.6,7.7,100,,0.9,,,,,,,92.4,,,100,,,66.7,46.6,37.8,1,99.8,99.5,0,99.9,0.1,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Zarqa,2007,"10,875",73.1,0,73.1,0,0,0,0,0.9,25.9,26.8,99.9,,69.9,0,10.5,,14,5.6,30.1,99.9,98.8,,99.9,99.6,,69.1,29.9,93.4,99.8,0.1,99.9,99.9,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Zarqa,2009,"9,348",68.9,0,68.9,0,0,0,0,1.2,30,31.1,,,74.8,0,0,,25,0.2,25.2,,97.9,,,99.8,,69.5,16.7,98.7,99.5,0.5,98.8,0,99.3,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Zarqa,2012,"10,386",60.4,0,60.4,0,0,0,0.1,0,39.5,39.6,100,,85.1,,0.1,0,14.7,0.1,14.9,100,99.4,,99.8,99.9,98.9,70.9,11.2,99.2,99.6,0,99.9,,100,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Jordan,Zarqa,2018,"12,152",73.4,,73.4,,,,0,0,26.6,26.6,100,100,85.9,,4.5,,7.5,1.9,14,99.9,97.7,,100,99.6,99.4,71.8,5,98.6,,0.3,99.4,,99.7,0.1,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Casablanca,1992,"4,750",75,23.7,98.7,,0,,0,0,0.3,0.3,99,94.1,87.8,,2.3,,,,2.3,90,,,96,82.4,,63.6,,,79.1,,,,,,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Casablanca,2004,"6,988",83,16,99,,0.7,,0,0,0.2,1,100,,99.2,,0,,,,0,99.2,88.7,,93.7,,,80.6,80.1,,99.1,0.1,99.6,,99.6,0.2,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Fes,2004,"2,163",94.5,4.6,99.1,,0,,0,0,0.1,0.1,99.2,,99.1,,0.4,,,,0.4,99.4,85.1,,94.5,,,66.9,59,,98.1,0,100,,100,0,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Marrakech,1992,"1,004",87.1,12.9,,,0,,0,0,0,0,,69.2,89.2,,4.9,,,,4.9,94.1,,,98.6,61.3,,62.4,,,93.4,,,,,,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Marrakech,2004,"1,854",89.7,9.1,98.8,,0,,0,0,0.9,0.9,99.7,,99.9,,0,,,,0,99.9,85.2,,93.1,,,73.6,17.5,,98.9,0,99.6,,99.6,0.3,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Rabat,1992,"1,989",84.8,10.9,95.6,,0.5,,0,0,0.2,0.7,96.3,52.7,91.3,,0,,,,0,91.3,,,93.5,90.4,,70.1,,,82.2,,,,,,UN-Habitat_DHS
Northern Africa,Western Asia and Northern Africa,Morocco,Rabat,2004,"3,611",89.9,9.7,99.6,,0,,0,0.1,0.3,0.4,,,99.7,,0,,,,0,99.7,95.1,,87.9,,,84.8,69.8,,99.2,0.5,99.3,,99.8,0,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Occupied Palestinian Territory,Gaza,2010,"9,253",7.6,,7.6,0.2,,0,0.1,62.5,29.5,92.3,99.9,,99.2,,,0.6,0.1,,0.7,99.9,95.7,,99.6,,,77.7,48.9,0.4,,1.7,97.4,,99,0.9,UN-Habitat_MICS
Western Asia,Western Asia and Northern Africa,Turkey,Adana,1993,"1,269",92.5,2,94.4,,0.4,,0,1,3.2,4.7,99.1,,86.3,,,,12.2,,12.2,98.5,93.7,,95.8,,,78.1,52.9,,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Adana,2004,"1,055",90.8,0,90.8,,0.4,3.2,0,0,5,8.6,99.3,0,89.2,,,,9.2,,9.2,98.4,96.5,,97.3,,,78.3,79.1,66.9,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Adana,2013,"1,196",86.7,0,86.7,1.3,0.8,0,,0,10.8,12.8,99.5,99.5,94.4,,,,,5.2,5.2,99.6,98.4,,99,,,87.2,15.8,99.6,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Aksaray,2013,130,25.8,8.3,34.1,0,3.6,14.4,,0,45.8,63.8,97.9,97.9,100,,,,,0,0,100,100,,97.1,,,97.1,21.5,100,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Anakara,1993,"2,034",85.6,1.9,87.5,,0.7,,0,0,11.3,12.1,99.6,,96.4,,,,2.4,,2.4,98.8,96.4,,96,,,90.7,86.3,,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Anakara,1998,"1,837",88.7,0,88.7,,0,0.3,0,0,7.4,8.7,97.4,22.4,99,,,,0.6,,0.6,99.6,,,95.3,,,96,91.6,24.5,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Anakara,2004,"2,467",83.4,0.4,83.8,,0,0,0,0,14.7,14.7,98.5,29.3,98.3,,,,0.1,,0.1,98.4,95.5,,98.3,,,93.7,87.3,78.1,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Anakara,2013,"2,747",50.6,0,50.6,0,0,3.8,,0,45.2,49,99.5,97.8,99.7,,,,,0,0,99.7,99.4,,99.6,,,99.2,48.1,98.7,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Antalya,2013,935,58.5,0,58.5,0.4,0,2.4,,0,38.6,41.5,100,98.1,72.4,,,,,26.8,26.8,99.2,99.2,,98.9,,,93.7,25.2,98.6,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Bursa,1993,"1,080",96.3,1.4,97.6,,0,,0,0,1.2,1.2,98.9,,96.1,,,,3.9,,3.9,100,99.5,,78.6,,,94.1,72.9,,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Bursa,2004,"1,097",73.4,0,73.4,,0,0,0,0,22.7,22.7,96.1,0,100,,,,0,,0,100,,,91.7,,,91.7,83.2,83.2,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Bursa,2013,"1,211",64.4,0.4,64.8,0,0.7,2.1,,0,31.7,34.5,99.3,99.1,97.8,,,,,1.9,1.9,99.7,98.7,,99.2,,,96.7,43.3,98.2,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Diyarbakir,2013,687,94.7,0,94.7,0,0,0,,0,5.3,5.3,100,100,97.2,,,,,2.8,2.8,100,97.7,,98.2,,,65.3,7.5,100,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Eskisehir,2013,427,14.8,0,14.8,1.1,4.6,8.8,,0.9,69.9,85.2,,99,81.8,,,,,18.2,18.2,,99,,98.6,,,96.1,40,96.6,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Gaziantep,2013,"1,033",86.1,0.5,86.5,0,5.8,0,,0,6.8,12.6,99.1,99.1,98.6,,,,,1.4,1.4,100,99.1,,92.3,,,67.7,12.2,97.3,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Instabul,1993,"4,969",48.1,1.6,49.7,,0.3,,0,0.7,38.6,39.7,89.4,,94.7,,,,4.4,,4.4,99.1,98.4,,83,,,90.6,77.8,,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Instabul,1998,"5,854",20.5,1.4,21.9,,0.3,1.9,0,1.6,32.8,68.5,90.3,71.9,98.7,,,,0.7,,0.7,99.4,,,94,,,91.9,80.5,27.8,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Instabul,2004,"7,468",45.4,0.7,46.1,,0.7,0.2,0,0,46,46.9,93.1,4.2,95.2,,,,3.9,,3.9,99.1,98.6,,92.5,,,89.3,82.7,82,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Instabul,2013,"8,609",31.1,0.2,31.3,0,0.4,2,,0,66,68.4,99.7,99.3,99.8,,,,,0,0,99.8,98.7,,95.1,,,94.2,39.7,99.2,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Izmir,1993,"1,575",91.3,0.2,91.5,,0.2,,0,0,7,7.2,98.8,,97.8,,,,2.2,,2.2,100,97.9,,78,,,94.5,71.7,,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Izmir,1998,"1,610",90,0,90,,0.5,0,0,0,6.1,10,100,93.9,99.2,,,,0.8,,0.8,100,,,83.3,,,92,83.5,16.9,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Izmir,2004,"1,675",61,0.5,61.5,,0,0.2,0,0,36.6,36.7,98.3,27.7,99.8,,,,0,,0,99.8,99.6,,83.7,,,95.3,85.9,84,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Izmir,2013,"1,925",28.4,1.4,29.8,0,0.3,3.1,,0,66.8,70.2,,98.1,99.8,,,,,0,0,99.8,99.8,,97.4,,,98.9,50.6,97.7,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Karaman,2013,172,81,0,81,0,0,7.1,,0,11.9,19,,92.9,,,,,,0,0,,,,98.8,,,86.9,25,98.8,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Kayseri,2013,707,91.9,0,91.9,0,0,0,,0,7.5,7.5,99.4,99.4,95.2,,,,,2.4,2.4,97.6,95.3,,98.9,,,93.7,32.4,97.3,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Kirrikkale,2013,86,23.3,8.6,31.9,0,0,22.2,,0,38.9,61,92.9,75.2,100,,,,,0,0,100,100,,100,,,94.7,31.3,98.8,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Konya,2013,826,51.6,1,52.6,0,0.8,27.8,,0,18.3,47,99.6,98.3,88.3,,,,,8.8,8.8,97.1,97.1,,98.5,,,86.7,25,97.8,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Malatya,2013,390,96.8,0,96.8,0,0,0,,0,3.2,3.2,100,100,99.4,,,,,0,0,99.4,99.4,,99.4,,,92.3,22.3,99.3,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Samsun,2013,488,72.6,0,72.6,0,0,2.2,,0,25.2,27.4,,99,98.5,,,,,1.1,1.1,99.5,99.5,,98.7,,,95.2,39.2,99.5,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Trabzon,2013,237,73.1,0,73.1,0.8,1.7,3,,0,20,25.4,98.6,96.6,99.9,,,,,0,0,99.9,99.9,,99.7,,,98.3,48.6,97,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Turkey,Van,2013,451,93.6,1,94.6,1.6,0.9,0,,0,2.9,5.4,100,100,90,,,,,10,10,100,97.5,,97.8,,,65.9,3.8,99,,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Aden,1991,"2,667",95,3.3,98.3,0,,0,,,,0,98.3,97.5,90.2,,,,,,,92.1,0.7,,86.5,,,39.8,29.2,,97.2,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Aden,2013,"4,739",,,86.8,0,,0,0.1,0.2,12.7,12.8,98.9,,81.7,,,16,,,16,98,94.8,78.1,95.5,97.6,26.1,48.2,48.5,93.4,99.4,0.3,0,95.6,95.9,3.2,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Sana'a,1991,"3,933",79.4,14.1,93.6,0.6,,0,,,,0.6,94.2,90.6,59.9,,,,,,,62.4,2.5,,88.7,,,53,43.7,,98.9,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Sana'a,2006,"2,091",28.6,0,28.6,0.6,2.2,0,1,18.7,,22.5,51.1,,52.7,,0,0,46.9,0,46.9,99.5,98.9,,95.2,,,68.8,61.3,72.5,99.2,0.2,97.2,0,97.5,0.7,UN-Habitat_MICS
Western Asia,Western Asia and Northern Africa,Yemen,Sana'a,2013,"10,346",,,18.4,3,,0,0.2,22.1,78.2,81.4,99,35,70.9,,,28,,,28,99.1,97.3,70.6,99.1,98.6,56.1,72.2,35.5,96.8,,1.5,0,97.4,98.9,0.6,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Taiz,1991,"2,008",86.1,1.2,87.3,0,,0,,,,0,87.3,87.3,52.6,,,,,,,60.2,2.2,,94.1,,,43.2,30.3,,97.5,,,,,,UN-Habitat_DHS
Western Asia,Western Asia and Northern Africa,Yemen,Taiz,2013,"3,440",,,0.6,0,,0,0.4,6.1,98.6,99.1,99.6,69,68.8,,,3.2,,,3.2,84.2,83.8,81.2,98.8,99.3,71.8,38.2,44.7,97.7,,0.4,0,99.1,99.5,0,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Afghanistan,Kabul,2011,"7,377",28,10,38,43.8,8,0.1,,4.9,0.5,57.3,95.2,92.3,2,9.3,4.9,24.9,3.7,22.3,65.2,67.1,48.4,,99.1,60.7,37.9,37.4,4.8,97.2,89.2,1.4,74,0,88.5,11.4,UN-Habitat_MICS
South-Central Asia,Central Asia and Southern Asia,Afghanistan,Kabul,2015,"19,383",24.3,8.1,32.4,38.7,17.8,0.3,0,4.9,1.3,63,95.4,85.8,16.6,2.3,11.9,38,4.5,3.7,62.2,78.7,60.8,73.3,82.6,69.9,42.2,49.2,9.3,94.7,96.5,1,96.8,0,97.9,1.9,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Afghanistan,Kandahar,2011,"1,144",54.6,1.3,55.9,38,4.2,0,,1.2,0,43.3,99.2,99.2,16,13.1,5.3,28.2,13.9,12.9,73.8,89.8,81.1,,92.1,65.8,57.1,87.1,5,92.1,93.7,1.4,4.7,0,56,43.4,UN-Habitat_MICS
South-Central Asia,Central Asia and Southern Asia,Afghanistan,Kandahar,2015,"6,618",1.8,8.4,10.2,68.5,8.5,0,0,10.2,0,87.3,97.5,39.3,6.7,0.1,1.3,50.4,2.6,1.5,57.3,64,56.7,38.5,98.3,46.9,23.4,60.1,0.1,97.7,86.2,0,84.6,0,84.6,15.2,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Afghanistan,Kunduz,2011,"1,149",9.5,11.5,21,12.4,21.8,0,,1.7,0,36,57,55.5,1,34,3.3,9.3,5,31.3,82.8,83.7,78.5,,99.4,47.1,77.8,29.6,2.3,93.5,70.6,0.4,25.5,2.6,28.5,70.6,UN-Habitat_MICS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,1994,"2,234",59.5,14.5,74,24.9,,,0,,,24.9,98.9,58.5,,,,72.7,,15.6,88.4,88.4,,,74.3,77.4,97.6,54.9,,,91.3,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,1996,"2,222",64.3,8.8,73.1,26.6,,,0,0,0,26.6,99.7,,,,,67.3,,22,89.3,89.3,,,80.3,82,98.4,,,,93.5,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,1999,"2,179",72,12.8,84.8,15.1,,,0,0,0,15.1,99.8,,,,,56.4,,13.7,70,70,,,90,92.5,99.4,,18,,99.4,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2004,"1,160",13.6,0.5,14.1,85.9,,,0,0,0,85.2,99.3,,,,,15.4,,15.2,30.6,30.6,,,38.2,77.3,99.6,57.6,10,,92.2,0.7,21.9,0,23.1,77.4,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2006,"32,415",42.8,7.1,49.9,49.6,0.2,,,,0,49.8,99.7,99.2,21.6,,,20.8,6.5,7.4,34.8,56.4,38.6,,64.1,51.7,98.4,63,12.5,52.2,88.6,1.1,50,0.1,51.2,46.9,UN-Habitat_MICS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2007,"3,933",62.7,3.4,66.1,33.8,0,0,0,0,0.2,33.9,100,,22.2,0,,22,5,7.9,35.7,57.9,35.5,,83,94.6,100,56.6,10.8,67.1,97,0.1,70.9,0,71,29,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2011,"9,858",,,,,,,,,,,,,,,,,,,,,,51.6,,,,,,,,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2013,"20,525",49.1,3.5,52.6,47.2,0,,,0.1,0.1,47.4,99.9,99.8,34.4,0,2,25.7,6.2,15.8,49.8,84.2,51.9,64.5,78.5,67.2,99.7,71,7.3,96.7,94.5,0.2,66.5,0.1,66.8,32.8,UN-Habitat_MICS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Dhaka,2014,"9,630",,,,,,,,,,,,,,,,,,,,,,49.6,,,,,,,,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Rajshahi,1994,144,10,6.2,16.2,83.8,,,0,,,83.8,100,,,,,83.8,,12.3,96.2,96.2,,,83.1,84.6,,84.6,,,92.3,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Rajshahi,1996,143,16.8,9.1,25.9,74.1,,,0,0,0,74.1,,,,,,92.3,,3.5,95.8,95.8,,,89.5,92.3,,,,,95.8,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Rajshahi,1999,772,1,0,1,99,,,0,0,0,99,,,,,,10.6,,46.2,56.7,56.7,,,50.6,65.4,,,2.2,,56.7,,,,,,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Rajshahi,2004,329,0,0,0,,,,0,0,0,,,,,,,13.8,,15.4,29.2,29.2,,,22.7,43,93.7,63.6,5.7,,38.1,0,2.7,0,3.1,96.2,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,Bangladesh,Rajshahi,2007,509,19,9.9,28.9,70.6,0,0,0,0,0,70.6,99.5,,4.2,0,,37.5,7.8,16.6,61.8,66.1,40.9,,42.1,65.5,99.5,78.7,7,50.4,73.7,0.5,9.2,0,9.7,90.3,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Agartala,2016,"2,293",15.3,29.2,44.5,52.1,1.3,0.1,0,0.3,0.2,53.9,98.3,94.4,2.6,0,0.1,55.6,10.3,27,93.1,95.7,69.6,,65.3,65.1,99.6,85.6,7.1,97.1,99.2,0.1,66.8,0.1,67.1,32.9,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Akola,2006,"4,473",70.4,22.9,93.4,5.4,0.6,0,0,0,0,6,99.4,92.2,11.4,0.4,0,47.9,0.4,0,48.6,60,34.5,,54.6,73.4,99,40.7,21.3,25.2,93,0.8,48.3,0,49,51,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Coimbatore,2006,"3,812",46.5,33.6,80.1,2.9,0.2,0,0,5.4,11.4,19.9,100,90.3,34,0,0,20.3,0.1,0,21.6,55.5,33.7,,96.3,93.1,89.4,58,35.4,53.3,96.8,0.1,67.6,0.7,68.4,30.6,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Gadag-Betigeri,2006,"3,449",27.8,42.6,70.4,17.2,1.6,0,0,1.2,0,20,90.4,85.2,16.8,0.4,1.2,11.1,32.2,5.4,50.7,67.5,52.7,,83,81.1,93.5,44.9,21.5,31.3,96.1,0.1,50.8,0.3,51.2,48.6,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Hyberabad,2006,"3,290",67.9,20.2,88.2,10.9,0.4,0,0,0.3,0.2,11.7,99.9,86.1,52.6,0,1,22.8,1.6,1.2,26.6,79.2,54.2,,60,86.8,88.8,41.9,25.6,37.2,91.6,1,64.3,0.6,65.9,34,UN-Habitat_DHS
South-Central Asia,Central Asia and Southern Asia,India,Hyberabad,2016,"35,390",36.8,28.1,64.9,4.5,0.2,0,0,0.6,27.8,33.2,98.1,94.6,8.7,0,0,75.3,1,0.4,76.7,85.4,77.8,,75.9,97,95.7,61.1,6,96.1,99.6,0.3,89.4,0.2,89.8,10.1,UN-Habitat_DHS
